"list","means","normmean","sds","normsd"
"energetic","40.4190476190476","0.760437197634832","16.8858047759176","0.834143808405817"
"enthusiastic","44.3904761904762","0.835154990145135","15.1298833426887","0.747402843967813"
"content","41.8380952380952","0.787134922056979","13.7764597226879","0.680544915207203"
"irritable","36.4857142857143","0.686436122558681","17.7737459179556","0.878007314805945"
"restless","31.8666666666667","0.599534133667802","13.6980253115512","0.676670324728166"
"worried","27.647619047619","0.520157677835513","11.9791332616193","0.591758579046162"
"guilty","24.552380952381","0.461924386310697","12.0192001464811","0.593737847690632"
"afraid","18.8095238095238","0.353879233112345","8.21126716316723","0.405629329144588"
"anhedonia","35.3619047619048","0.665292958251209","13.4679989730099","0.665307227226404"
"angry","35.0952380952381","0.660275936212148","18.7424465860064","0.925860270301769"
"hopeless","20.7142857142857","0.389715104819925","8.9493384862044","0.442089399152704"
"down","23.8","0.447769216986203","12.4092087394185","0.61300392694128"
"positive","47.9333333333333","0.901809711521233","13.7325180240934","0.678374234194374"
"fatigue","48.2666666666667","0.908080989070059","19.2894284851068","0.952880691922146"
"tension","53.152380952381","1","17.3885356531587","0.858978268717899"
"concentrate","47.8095238095238","0.89948037986024","16.4638854408528","0.813301366741858"
"accepted","46.4380952380952","0.873678552230783","16.8116968264108","0.830482941301457"
"threatened","33.3333333333333","0.627127754882638","17.7003186991444","0.87438007519536"
"ruminate","50.2571428571429","0.94552947500448","19.8193905496169","0.979060348779926"
"avoid_act","39.4761904761905","0.742698441139581","20.2432777247237","1"
"reassure","43.5333333333333","0.819028847876725","17.9218746157758","0.885324741352896"
"procrast","35.1142857142857","0.660634294929224","19.5916555459963","0.967810441194929"
"avoid_people","39.1047619047619","0.735710446156603","17.4145848520074","0.860265076081948"
