"list","means","normmean","sds","normsd"
"energetic","51.5463917525773","0.611471199706494","27.500765375166","0.794455156832107"
"enthusiastic","43.6288659793814","0.517549223431576","26.0285578690458","0.751925327963406"
"content","30","0.355876238229179","25.8231162591453","0.745990433272774"
"irritable","69.5257731958763","0.824752354164119","24.0879866252113","0.695865185242554"
"restless","66.7525773195876","0.791855203619909","26.4583127012394","0.764340289436368"
"worried","84.298969072165","1","15.2172907058424","0.439604313165294"
"guilty","52.6907216494845","0.625045860339978","28.5556331368926","0.824928677174067"
"afraid","79.5670103092783","0.943866943866944","20.457225300864","0.590978029630549"
"anhedonia","47.5979381443299","0.564632505808976","31.0012297450354","0.895578232208804"
"angry","79.2268041237113","0.939831233948881","18.3032927107388","0.528754203117016"
"hopeless","63.4536082474227","0.752721046838694","29.762259595332","0.859786274742712"
"down","59.3711340206186","0.70429252782194","29.981702610241","0.866125648663654"
"positive","47.8247422680412","0.567322979087685","30.7743840681927","0.889025006678016"
"fatigue","40.6185567010309","0.481839305368717","34.6158812598378","1"
"tension","33.7731958762887","0.400635930047695","31.5302451209678","0.910860679359621"
"concentrate","29.9587628865979","0.355387061269414","30.4445936380656","0.879497864276191"
"accepted","47.0309278350515","0.557906322612205","31.9929854317863","0.924228540987784"
"threatened","72.5154639175258","0.860217683747096","23.1580229987281","0.668999954815441"
"ruminate","37.8762886597938","0.449309037544332","20.582282900976","0.594590752911325"
"avoid_act","21.1340206185567","0.250703191879662","25.5186324354298","0.737194360122709"
"reassure","71.319587628866","0.846031551913905","24.6832206804848","0.713060589017067"
"procrast","32.1649484536082","0.381558028616852","30.0262664222133","0.867413029205485"
"avoid_people","21.4123711340206","0.254005136358078","25.6428809879238","0.740783711252076"
