"list","means","normmean","sds","normsd"
"energetic","42.8869565217391","0.590658682634731","10.4317037156149","0.780294233088599"
"enthusiastic","39.2434782608696","0.540479041916168","7.18623355505905","0.537532195459774"
"content","37.1652173913043","0.51185628742515","7.7504164401783","0.579733226438719"
"irritable","55.9565217391304","0.770658682634731","12.74196775155","0.953102602008604"
"restless","72.0260869565217","0.991976047904192","6.10645455115771","0.456764436642661"
"worried","67.8","0.93377245508982","6.33037788844602","0.473513962271776"
"guilty","57.4521739130435","0.79125748502994","10.3663113931289","0.775402869844862"
"afraid","64.1913043478261","0.884071856287425","6.35070883206889","0.475034722302414"
"anhedonia","48.0869565217391","0.662275449101796","12.1796243549593","0.911039165264481"
"angry","53.1652173913043","0.732215568862275","13.302110658788","0.995001441559526"
"hopeless","54.8695652173913","0.755688622754491","13.3689360670059","1"
"down","56.3913043478261","0.776646706586826","12.9802114248817","0.970923292610879"
"positive","39.095652173913","0.538443113772455","7.4268053071922","0.555527026980202"
"fatigue","58.7130434782609","0.808622754491018","12.4059728239513","0.927970091394847"
"tension","62.9478260869565","0.866946107784431","6.04056968130921","0.451836230724233"
"concentrate","70.2347826086957","0.967305389221557","8.28900183902828","0.620019558585911"
"accepted","35.3217391304348","0.486467065868264","5.03243484385699","0.376427474754469"
"threatened","62.0086956521739","0.854011976047904","8.06606020502707","0.603343464625717"
"ruminate","55.895652173913","0.769820359281437","9.80187407165345","0.7331828069583"
"avoid_act","63.0608695652174","0.868502994011976","7.65630912468025","0.57269397402354"
"reassure","34.4086956521739","0.473892215568862","6.07972710054376","0.454765216175154"
"procrast","72.6086956521739","1","7.8110309450228","0.58426720764266"
"avoid_people","63.0173913043478","0.867904191616767","7.7039322480393","0.576256196411347"
