"list","means","normmean","sds","normsd"
"energetic","39.0173913043478","0.589696412143514","15.611501950005","0.710000763475065"
"enthusiastic","41.3739130434783","0.625312130371928","16.3248066910804","0.742441390416391"
"content","41.7217391304348","0.630569062951768","13.0817589796451","0.594949729557688"
"irritable","49.9217391304348","0.754501248521488","18.1229465024689","0.824219597472268"
"restless","63.2521739130435","0.955973189643843","15.953244997003","0.725543010791042"
"worried","63.1391304347826","0.954264686555395","14.5191265000668","0.660320251891918"
"guilty","49.5478260869565","0.74885004599816","17.1761990966595","0.781162152833347"
"afraid","37.7391304347826","0.570377184912603","17.7324595599212","0.806460510087609"
"anhedonia","45.2695652173913","0.684189775266132","18.7309302974867","0.851870297579503"
"angry","39.704347826087","0.600078853988698","17.7822964953879","0.808727060887394"
"hopeless","50.695652173913","0.766197923511631","17.4120214134522","0.791887195529654"
"down","53.4086956521739","0.80720199763438","13.4215692157652","0.61040407391575"
"positive","43.3826086956522","0.655670916020502","13.7423552009233","0.624993207946782"
"fatigue","58.1130434782609","0.878302010776712","15.8821124237915","0.72230794849852"
"tension","21.9652173913043","0.331975292416875","21.9880072714222","1"
"concentrate","58.6608695652174","0.886581679589959","18.0223481912026","0.819644452938953"
"accepted","47.4086956521739","0.716519910632146","13.3947460583605","0.609184174491774"
"threatened","32.5478260869565","0.491917466158496","18.8676105452913","0.858086424676306"
"ruminate","46.0260869565217","0.695623603627283","16.4553947158836","0.748380447248199"
"avoid_act","48.9391304347826","0.739650413983441","16.8914423244028","0.768211603529739"
"reassure","36.3652173913043","0.549612301222237","15.4353947515617","0.701991524790108"
"procrast","66.1652173913044","1","13.6779566769249","0.622064405750045"
"avoid_people","47.0521739130435","0.71113155473781","18.1053658219997","0.823420039774649"
